ime,oznaka,tezavnost,avtor,stevilo_sestavin,cas_priprave,cas_kuhanja,skupni_cas,dolzina_navodil,energija_100g,energija_porcija
Piščančja rulada z baziliko in sirom,Slovenska,2,S. M.,7,15,20,35,969,265.22,429.0
Škampovi repki s česnovim oljem,Kuhinje,2,K. I.,8,15,15,30,813,388.66,651.0
Škampi v rumeni omaki,Kuhinje,2,K. I.,12,25,5,30,1161,75.07,129.5
Hitra jabolčna pogača,Jesen,1,B. J.,9,15,30,45,1584,129.0,173.5
Piščančje prsi s sirom,Zabava,1,T. D.,18,15,20,35,1199,239.21,529.5
Jagnjetina z artičokami,Meso,2,T. D.,10,9,38,47,1301,94.91,550.5
Bučkini piškoti,Zabava,1,S. M.,17,20,20,40,950,346.45,226.0
Gratiniran piščanec,Meso,2,T. D.,10,7,61,68,1127,243.46,527.0
Vietnamska solata,Azijska,1,S. M.,12,10,,10,280,36.17,79.75
Piščanec s parmezanom in špinačo,Meso,2,S. M.,7,10,25,35,1092,106.74,819.75
Piščanec v kremasti timijanovi omaki,Slovenska,2,S. M.,11,10,20,30,1130,174.32,609.75
V pršut ovite piščančje prsi,Slovenska,2,S. M.,6,10,15,25,602,260.61,408.5
Goveji golaž s pivom,Kosilo,2,T. D.,13,15,125,140,1564,243.01,752.0
Mariniran fazan,Slovenska,2,S. M.,10,10,60,70,1212,178.94,471.5
Dušen fazan z jabolki,Slovenska,2,S. M.,12,30,60,90,1313,147.26,467.83
Losos z mandlji,Kuhinje,2,K. I.,7,10,12,22,726,250.43,587.25
Nadevana raca na riževi posteljici,Meso,2,T. D.,22,100,72,172,2182,246.22,1601.25
Bučni zavitek,Jesen,2,K. I.,7,65,50,115,955,63.97,104.13
Rižota s kostanjem,Jesen,2,T. D.,9,6,77,83,1756,279.29,549.5
Glaziran kostanj,Jesen,2,K. I.,6,35,385,420,1178,270.82,1024.38
Sočne kroglice,Veganstvo,1,T. D.,6,6,,6,1595,40.36,89.0
Kuhan kostanj,Jesen,1,T. D.,2,30,40,70,843,212.39,372.75
Grahov pire,Slovenska,1,T. D.,4,6,75,81,1221,80.16,50.5
Brstični ohrovt s kostanjem,Jesen,1,T. D.,4,4,,4,766,375.82,11.5
Kruhovi cmoki s kostanjem,Jesen,2,K. I.,10,20,30,50,1790,241.8,670.5
Sladek kostanjev pire,Zabava,2,K. I.,8,25,40,65,1452,286.47,500.25
Pečen kostanj,Jesen,1,K. I.,1,20,25,45,620,213.0,355.0
Losos v solatnih listih,Zabava,1,K. I.,6,20,,20,788,22.67,17.0
Lososov terijaki,Ribe in morski sadeži,2,K. I.,7,15,10,25,926,248.62,482.5
Lososove rolice,Zabava,1,K. I.,5,15,,15,288,338.89,198.25
Škampovi repki na polenti,Italijanska,2,K. I.,10,20,20,40,1413,224.36,308.5
Pirejeve palačinke s sirom,Vegetarijanstvo,2,T. D.,10,6,26,32,799,212.53,268.5
Sirove kroglice z zelišči in začimbami,Slovenska,1,T. D.,4,6,,6,608,334.03,80.17
Piščanec v vinski omaki,Slovenska,2,S. M.,10,10,30,40,1067,183.81,559.75
Fazan iz pečice,Slovenska,2,S. M.,7,10,50,60,1010,268.54,858.0
Piščančje prsi z bučami na žaru,Slovenska,2,T. D.,6,5,19,24,684,45.04,518.0
Kostanjeva juha,Slovenska,2,T. D.,9,12,85,97,1202,184.45,264.0
Bučni mafini za noč čarovnic,Noč čarovnic,2,K. I.,17,25,40,65,1580,313.36,689.0
Martini čarovniške krvi,Pijača,1,K. I.,4,5,,5,290,,
Puranja juha s špinačo,Slovenska,1,S. M.,10,15,60,75,1124,48.88,333.67
Piščančja tikka,Okusi sveta,2,S. M.,12,130,10,140,535,149.81,391.75
Ocvrt piščanec po ameriško,Meso,2,S. M.,9,15,45,60,1452,160.07,955.5
Piščančja solata z avokadom in mangom,Slovenska,2,S. M.,8,15,25,40,849,172.0,172.0
Solata z mangom in avokadom,Slovenska,1,S. M.,5,10,,10,234,110.16,344.25
Solata s pečenimi lignji in olivami,Poletje,2,S. M.,10,10,15,25,800,82.93,263.5
Duhci,Noč čarovnic,2,K. I.,4,45,60,105,1203,247.34,81.42
Sirovi prsti,Noč čarovnic,1,K. I.,3,15,,15,413,356.0,142.4
Gorgonzolini mafini,Slovenska,1,S. M.,13,10,15,25,757,317.58,122.33
Mafini za noč čarovnic,Slovenska,2,S. M.,14,10,25,35,1075,289.72,245.42
Mafini z mletimi mandlji,Slovenska,1,S. M.,12,10,25,35,581,343.88,167.5
Marcipan,Sladice,1,K. I.,6,15,,15,748,484.3,408.63
Kvašeni mafini s suhim sadjem,Slovenska,2,S. M.,9,60,25,85,1046,390.93,113.08
Sladkorna masa za okraševanje,Zabava,1,K. I.,3,20,,20,702,120.93,52.0
Mafini z malinami,Slovenska,1,S. M.,8,10,20,30,1311,314.07,193.75
Jabolčni mafini,Slovenska,1,S. M.,7,10,20,30,1357,423.31,218.13
Mafini z belo čokolado in borovnicami,Zabava,1,S. M.,9,10,20,30,1711,346.33,274.67
Jagodni mafini,Slovenska,1,S. M.,8,10,20,30,1172,326.19,202.58
Limonina maslena krema za okraševanje,Zabava,1,K. I.,3,20,,20,1021,388.89,875.0
Limonini mafini,Slovenska,1,S. M.,9,10,25,35,1447,326.73,228.17
Veganski mafini,Slovenska,1,S. M.,10,10,20,30,1516,76.0,145.5
Kavna maslena krema za okraševanje,Zabava,1,K. I.,5,20,,20,681,373.93,875.0
Čokoladna maslena krema za okraševanje,Zabava,1,K. I.,6,20,,20,768,450.47,1437.0
Maslena krema za okraševanje,Zabava,1,K. I.,4,15,,15,732,470.67,1412.0
Kandiran ingver,Priložnostno,2,K. I.,4,30,40,70,1007,215.0,168.0
Piščančja piccata,Slovenska,2,S. M.,8,10,15,25,1279,138.1,393.25
Ocvrt piščanec s špinačo,Slovenska,2,S. M.,10,15,25,40,1982,124.65,477.75
Piščančji zrezki v vinski omaki,Meso,2,S. M.,11,10,20,30,1438,81.79,448.25
Piščančji file s pečenimi gobami,Slovenska,2,S. M.,8,10,15,25,828,199.05,730.0
Piščanec Monte Cristo,Kuhinje,2,S. M.,14,10,20,30,1975,141.18,419.0
Nektarinin shake,Piknik in žar,1,K. I.,4,15,,15,732,53.83,70.0
Ocvrt piščanec z brokolijem,Slovenska,2,S. M.,8,15,15,30,1510,170.27,470.0
Piščančje prsi v smetanovi omaki s papriko,Slovenska,2,S. M.,12,10,30,40,1198,158.92,380.5
Pečene piščančje prsi z zelenjavo,Slovenska,2,S. M.,9,10,20,30,955,123.58,466.5
Piščančje prsi s svežimi zelišči in zelenjavo,Slovenska,2,S. M.,9,10,20,30,1356,326.69,557.0
Neworleanski rdeči fižol in riž s klobaso,Zima,1,B. J.,14,15,240,255,1187,232.12,230.38
Sladko-kisle mesne kroglice,Kuhinje,2,K. I.,13,10,20,30,931,219.17,607.6
Piščančja marsala s šampinjoni,Meso,2,S. M.,9,10,30,40,1232,214.67,837.5
Vroča bela čokolada,Zima,1,K. I.,3,10,15,25,519,97.07,406.5
Čokoladne palačinke,Slovenska,1,K. I.,9,60,20,80,1095,249.46,167.25
Grški jogurt z medom,Sladice,1,K. I.,3,5,,5,446,61.0,91.5
Piščančja piccata s šparglji,Italijanska,2,K. I.,12,10,25,35,1670,157.39,497.75
Piščančji tetrazzini casserole,Italijanska,2,K. I.,21,25,78,103,2968,218.17,717.63
Malinov kompot,Poletje,1,S. M.,2,20,5,25,750,108.17,162.25
Slivov kompot,Slovenska,1,S. M.,6,10,10,20,1003,152.64,362.75
Jabolčni kompot,Slovenska,1,S. M.,7,15,20,35,814,43.22,210.5
Hamburger s tunino,Predjedi in prigrizki,1,T. D.,7,7,8,15,746,43.84,245.5
Losos v hrustljavi skorjici,Ribe in morski sadeži,2,T. D.,8,15,16,31,734,220.41,585.75
Karamelizirana rebrca s krompirjem,Kuhinje,2,T. D.,13,130,55,185,1165,121.37,543.5
Piškotki za srečo,Valentinovo,2,T. D.,5,30,6,36,1119,,
Browniji s smetano in maskarponejem,Zabava,1,S. M.,12,10,20,30,720,414.8,705.5
Manj sladki browniji,Kuhinje,1,S. M.,13,15,20,35,1636,402.43,165.5
Nutellini browniji,Kuhinje,1,S. M.,8,15,15,30,1563,300.63,70.31
Veganski browniji,Sladice,1,S. M.,10,20,25,45,1754,398.73,301.29
Mini browniji – tortice,Kuhinje,1,S. M.,8,30,20,50,1207,383.3,314.86
Blondinčki z belo čokolado in pekan orehi,Kuhinje,1,S. M.,10,15,23,38,1810,454.95,381.88
Browniji z bombončki,Kuhinje,1,S. M.,12,30,25,55,2058,498.14,268.25
Browniji z oreščki,Kuhinje,1,S. M.,9,15,20,35,1632,397.83,427.67
Dvojni čokoladni browniji,Kuhinje,1,S. M.,11,15,20,35,1827,423.07,514.75
Browniji s kremnim sirom,Kuhinje,2,S. M.,16,20,40,60,1550,383.3,629.92
Tuna v miso marinadi,Ribe in morski sadeži,2,T. D.,6,243,13,256,543,163.47,388.25
Ocvrta svinjska rebrca s pomfrijem,Meso,2,T. D.,15,10,81,91,1485,165.52,1059.0
Koruzni kroketi,Vegetarijanstvo,2,T. D.,9,15,8,23,1254,107.06,197.25
Riževi rezanci s pikantno svinjino,Meso,2,T. D.,9,22,9,31,757,244.86,780.5
Piščančji ocvrtki,Kuhinje,2,T. D.,8,15,10,25,1092,192.59,264.17
Kuskus s piščančjimi kračami in zelenjavo,Kuhinje,2,T. D.,13,14,45,59,1475,184.66,451.5
Špageti s sočnim telečjim ragujem,Meso,2,T. D.,13,15,45,60,1886,100.97,280.25
Pekinška prepelica z limono,Azijska,2,T. D.,7,6,35,41,1277,193.0,530.75
Hudi peresniki,Zdravo in vegi,2,T. D.,9,10,20,30,1030,171.32,515.25
Pečena raca s timijanom,Slovenska,2,S. M.,6,5,60,65,1053,392.39,1014.67
Račja bedra z rižem in šampinjoni,Slovenska,2,S. M.,9,20,40,60,2034,317.73,921.5
Lečne kroglice,Zelenjava,2,T. D.,12,12,10,22,1164,224.94,362.75
Jiaozi,Azijska,2,T. D.,11,100,4,104,1478,285.55,622.5
Ocvrti rakci po azijsko,Azijska,1,T. D.,7,20,4,24,1086,83.1,121.75
Jagnječji zvitki,Piknik in žar,1,T. D.,11,7,12,19,898,30.53,145.0
Domača gosja juha,Slovenska,2,S. M.,12,10,75,85,1837,61.93,318.0
Gosja bedra z jabolki iz pečice,Martinovo,2,S. M.,6,5,40,45,938,121.52,479.13
Račje prsi v paradižnikovi omaki,Meso,2,S. M.,12,20,40,60,2189,60.99,253.0
Solata z raco in pomarančo,Slovenska,2,S. M.,7,15,30,45,1216,96.02,176.83
Eksotični piščančji zvitki,Piknik in žar,1,T. D.,9,8,8,16,853,56.68,327.75
Tunini zvitki,Zabava,1,T. D.,8,8,,8,674,59.67,512.25
Račja bedrca v omaki s testeninami,Slovenska,2,S. M.,10,10,30,40,1033,188.17,1355.0
Račja bedra z rižem in zelenjavo,Slovenska,2,S. M.,7,10,30,40,1265,165.53,703.5
Piščanec v marelični omaki,Poletje,2,B. J.,12,20,45,65,1307,137.34,381.0
Pečena gos s kutinami in kostanjem,Martinovo,2,B. J.,6,35,200,235,1741,154.26,631.58
Puranji zrezki s smetanovo omako,Slovenska,1,S. M.,10,10,15,25,1134,215.85,486.25
Karpačo iz pokrovač,Ribe in morski sadeži,1,K. I.,5,20,,20,638,70.37,247.0
Domača puranja juha,Slovenska,1,S. M.,8,10,60,70,1201,95.46,210.17
Puran z žara z zelenjavo,Slovenska,2,S. M.,9,10,20,30,1148,,
Piščanec na žaru,Meso,2,T. D.,8,15,95,110,1662,206.86,478.5
Svinjska rolada z blitvo in gobami,Meso,2,S. M.,7,20,40,60,1042,150.32,286.0
Piščančja bedra z zelenjavo,Slovenska,1,T. D.,9,4,50,54,888,169.24,505.25
Grška topla ješprenjeva solata,Poletje,1,B. J.,12,10,125,135,1121,244.7,440.67
Piščančje prsi z rdečo papriko na solati,Poletje,2,S. M.,10,10,15,25,713,134.56,300.75
Pica z mletim mesom,Zabava,2,T. D.,17,70,30,100,1190,192.87,801.0
Rižev pilav,Balkanska,1,B. J.,10,10,20,30,782,326.46,328.5
Pica s salamo,Italijanska,2,T. D.,9,63,20,83,575,365.3,662.25
Pečene puranje krače,Pomlad,2,B. J.,15,35,65,100,1167,101.9,368.0
Sendvič s puranom in slanino,Poletje,1,B. J.,7,15,5,20,457,156.92,510.0
Divjačina z zelenjavo iz pečice,Slovenska,2,S. M.,12,15,50,65,1179,148.96,332.38
Prepelica v gobovi omaki,Meso,2,S. M.,12,15,40,55,1191,111.3,384.5
"Losos z rukolo, kaprami in zelišči",Poletje,2,S. M.,8,10,15,25,940,146.44,385.5
Piščančje krače s koruznimi kosmiči,Piknik in žar,2,T. D.,6,15,12,27,902,212.34,417.25
Piščančje kračice s sezamom,Kuhinje,1,T. D.,9,10,42,52,984,202.7,601.0
Piščančja bedrca na žaru,Meso,1,T. D.,6,65,20,85,808,191.88,407.75
Srečne palačinke,Kuhinje,1,B. J.,10,40,15,55,295,313.63,243.25
Glazirane piščančje krače z zelenjavo,Meso,2,T. D.,13,10,30,40,1016,88.96,773.75
Azijska piščančja nabodala z mlado koruzo,Azijska,1,B. J.,9,8,18,26,609,142.94,412.75
Kuskus s kozicami in suhimi marelicami,Ribe in morski sadeži,2,T. D.,7,8,12,20,1168,151.34,353.75
Palačinke s šunko in skuto,Zajtrk,1,T. D.,8,15,25,40,873,199.72,341.75
Umešana jajca s prekajenim lososom,Slovenska,1,K. I.,6,5,12,17,707,174.45,317.5
Palačinke z bučami,Noč čarovnic,1,B. J.,13,10,20,30,796,197.53,200.25
Svinjina z brokolijem in gobami,Meso,1,B. J.,14,10,10,20,1382,117.46,469.25
Pečen piščanec z zelišči,Martinovo,2,B. J.,8,25,75,100,1240,214.04,556.5
Ohlajena teletina v tunini omaki,Italijanska,2,B. J.,15,80,100,180,1677,150.5,460.5
Chateaubriand,Meso,2,K. I.,7,20,20,40,1192,194.75,538.0
Štruca s paradižnikovo omako,Italijanska,2,B. J.,11,25,60,85,785,158.18,426.2
Jagnječja zarebrnica z zeliščno skorjico,Meso,2,T. D.,10,10,36,46,979,205.36,862.5
Solata z zelenjavnimi tortelini,Italijanska,1,T. D.,8,10,10,20,657,123.05,425.75
Pečeni šampinjoni s krompirjem,Slovenska,1,T. D.,11,15,20,35,935,93.21,326.25
Pečeni ravioli,Italijanska,1,T. D.,7,10,10,20,788,398.44,446.25
Solata s tofujem,Zdravo in vegi,2,T. D.,11,25,5,30,1241,37.73,191.0
Tofu s sezamom,Veganstvo,1,T. D.,6,20,8,28,1032,76.0,95.0
Svinjski zrezki,Meso,2,T. D.,4,243,12,255,578,236.02,308.0
Ocvrte bučke,Slovenska,2,T. D.,8,15,10,25,729,135.78,280.17
Na žaru pečena polenta,Priložnostno,2,T. D.,14,35,39,74,1650,282.47,242.75
Šparglji s pršutom na žaru,Zdravo in vegi,1,T. D.,3,12,10,22,384,60.66,115.25
Mini Pavlova,Poletje,2,T. D.,9,20,30,50,928,181.63,112.5
Kumarični gazpacho,Zdravo in vegi,2,T. D.,8,40,,40,750,37.46,92.25
Pečen grški sir,Na hitro,2,K. I.,5,15,10,25,754,454.14,386.25
Njoki s paradižnikom in baziliko,Italijanska,2,K. I.,9,5,18,23,1074,103.39,190.5
Juha iz šampinjonov,Juhe in jedi na žlico,2,T. D.,11,10,22,32,976,59.36,143.75
Svinjski kotleti z limeto,Meso,2,T. D.,5,40,20,60,575,149.83,226.25
Solata s šampinjoni,Zdravo in vegi,1,T. D.,6,10,,10,910,17.75,70.0
Šampinjoni s kuskusom,Zdravo in vegi,1,T. D.,12,28,15,43,1760,201.05,383.0
Telečji golaž z rižem in papriko,Poletje,2,B. J.,14,10,180,190,1106,91.73,373.5
Telečje zarebrnice s parmezanovo skorjico,Italijanska,2,B. J.,11,15,55,70,900,286.01,240.25
Artičoke na žaru,Zdravo in vegi,2,T. D.,6,8,12,20,804,108.15,156.0
Artičokina solata s paradižnikom in mocarelo,Zdravo in vegi,1,T. D.,12,10,3,13,822,89.86,303.5
Piščančji kroketi,Priložnostno,2,T. D.,6,15,10,25,682,193.78,412.75
Piščančja nabodala z zelenjavo,Piknik in žar,2,T. D.,9,15,10,25,832,66.47,267.0
Veganske palačinke,Slovenska,2,T. D.,9,130,15,145,1062,212.22,214.5
Ocvrte artičoke,Poletje,2,T. D.,5,8,12,20,870,67.7,243.75
Kuhane artičoke,Zdravo in vegi,2,T. D.,3,8,30,38,452,46.84,141.0
Mlečni riž z limonino lupinico,Slovenska,2,T. D.,6,15,25,40,994,116.75,404.25
Suhi mandarinini olupki,Slovenska,1,T. D.,1,15,300,315,590,,
Kumarična raita,Zelenjava,1,K. I.,5,20,,20,397,45.11,79.5
Curry s čičeriko,Zelenjava,2,K. I.,16,10,20,30,1343,107.09,305.0
Sipe s krompirjem,Ribe in morski sadeži,2,T. D.,12,20,45,65,1213,84.82,398.0
Repki kozic na žaru,Piknik in žar,2,K. I.,7,70,6,76,822,73.03,187.5
Polnjeni lignji s paradižnikovo omako,Ribe in morski sadeži,2,K. I.,14,40,41,81,946,92.93,300.0
Zelena z arašidovim maslom,Piknik in žar,1,K. I.,3,10,,10,269,206.25,123.75
Skutni namaz z jagodami,Zdravo in vegi,1,T. D.,4,15,,15,502,108.71,115.5
Svinjski kotleti s papriko,Slovenska,1,K. I.,10,200,18,218,1205,135.57,348.25
Njoki z mletim mesom,Italijanska,2,T. D.,11,10,25,35,1352,76.55,343.5
Žolca,Slovenska,2,T. D.,8,15,90,105,1788,186.48,464.9
Svinjska pečenka v vinski omaki,Slovenska,2,S. M.,7,10,60,70,731,234.84,312.63
Onigiri,Testenine in žita,2,K. I.,4,40,20,60,1446,158.06,358.0
Pečen puranji zrezek s pečeno papriko,Slovenska,1,S. M.,10,10,10,20,1040,126.41,325.5
Casserole iz mušul in krompirja,Poletje,2,S. M.,11,15,45,60,1350,57.45,386.33
Artičoke v solati,Zdravo in vegi,1,T. D.,5,10,10,20,923,69.06,240.0
Puranje rulade s sirom in zelišči,Slovenska,2,S. M.,11,20,30,50,1614,95.47,684.5
Puran z rožmarinom z žara,Slovenska,1,S. M.,6,5,20,25,588,108.39,174.5
Telečja obara s kislim zeljem,Zima,1,T. D.,8,15,55,70,998,87.02,221.25
Telečja juha,Slovenska,2,T. D.,8,10,45,55,895,34.34,341.25
Piščančji terijaki,Okusi sveta,2,K. I.,8,25,30,55,1015,289.48,734.0
Mladi jurčki s krompirjem,Slovenska,2,T. D.,6,15,30,45,1398,53.71,376.5
Omaka s tuno,Italijanska,1,T. D.,9,10,,10,394,130.93,154.5
Zaru soba,Testenine in žita,2,K. I.,7,10,15,25,970,290.4,363.0
Tempura udon,Ribe in morski sadeži,2,K. I.,12,15,35,50,2143,93.25,487.5
Omaka z brusnicami,Slovenska,2,T. D.,10,5,25,30,583,153.98,86.5
Temna mesna osnova,Slovenska,2,T. D.,12,50,150,200,1402,117.12,410.5
Juha z udon rezanci,Testenine in žita,1,K. I.,6,5,22,27,809,71.47,268.75
Metina omaka,Omake,1,T. D.,5,30,10,40,562,75.0,13.5
Poletna sadna solata,Solate,1,T. D.,7,15,,15,504,65.71,172.5
Tsukimi soba (lunina juha),Testenine in žita,1,K. I.,7,10,15,25,772,237.45,400.75
Njoki z žajbljevim maslom,Italijanska,2,T. D.,5,8,14,22,849,461.78,299.0
Solata s tuno in svežo zelenjavo,Italijanska,1,T. D.,9,10,,10,440,49.0,585.5
Soba rezanci s kozicami in avokadom,Testenine in žita,1,K. I.,9,15,15,30,1295,186.8,474.0
Zeliščna omaka,Slovenska,1,T. D.,10,4,10,14,581,284.74,281.25
Katsudon,Meso,2,K. I.,15,15,30,45,1729,215.92,921.0
Kunec z zelenjavo iz pečice,Slovenska,2,S. M.,7,15,30,45,840,88.4,292.0
Pesto z rukolo,Slovenska,1,T. D.,7,7,2,9,929,452.22,305.25
Marmelada iz citrusov,Slovenska,2,T. D.,7,15,40,55,961,140.65,260.2
Figova marmelada,Domači pripravki,2,T. D.,3,10,25,35,1021,173.48,224.08
Goveji zrezki v čebulni omaki,Meso,1,K. I.,10,15,40,55,1025,164.97,342.0
Piranski brancin v škartocu,Zdravo in vegi,2,M. J.,11,40,20,60,1526,119.87,377.0
Malinova marmelada brez sladkorja,Poletje,1,T. D.,4,40,15,55,1413,57.33,117.5
Pečen kunec s šampinjoni,Slovenska,2,S. M.,10,15,40,55,821,64.24,88.5
Kunčja obara z zelenjavo,Slovenska,2,S. M.,14,20,45,65,1007,57.32,424.83
Kunec v paradižnikovi omaki,Slovenska,2,S. M.,9,15,30,45,995,128.07,315.75
Borovničeva marmelada brez sladkorja,Slovenska,1,T. D.,4,40,15,55,1738,65.08,111.75
Fige s kozjo skuto in medom,Poletje,2,M. J.,4,20,,20,561,169.14,211.0
Jabolčni žele,Slovenska,2,T. D.,4,30,24,54,2290,25.0,75.0
Polnjeni goveji zvitki,Meso,2,K. I.,12,20,30,50,1220,201.66,798.0
Piščančje meso v zelenjavni omaki,Slovenska,2,S. M.,9,15,40,55,778,166.73,645.0
Marinirane piščančje krače,Slovenska,1,S. M.,8,15,40,55,1175,161.57,317.5
Zajčja bedrca z začimbami in zelišči,Slovenska,2,S. M.,6,5,25,30,893,113.85,229.0
Solata iz lubenice in feta sira,Poletje,1,M. J.,4,15,3,18,1480,62.08,343.75
Piščančja bedrca s krompirjem,Slovenska,1,S. M.,7,10,40,50,898,105.59,571.25
Peteršiljev pesto,Slovenska,2,T. D.,7,15,3,18,1278,356.34,158.75
Italijanski sendvič,Italijanska,1,M. J.,5,10,,10,397,231.74,533.0
Domača gorčica,Slovenska,2,T. D.,11,30,20,50,1272,73.22,35.4
Posušeni paradižniki v olju,Zabava,1,M. J.,6,5,,5,547,245.05,204.0
Vložena buča,Slovenska,2,T. D.,6,15,20,35,1895,29.94,67.29
Gomasio,Makrobiotika,2,M. J.,2,5,2,7,956,570.0,114.0
Mešanica petih začimb,Domači pripravki,1,M. J.,5,10,,10,493,331.03,96.0
Pečena svinjina po kitajsko (Char Siu),Meso,2,K. I.,9,190,45,235,1027,159.2,279.0
Česen v olju,Poletje,2,M. J.,7,10,45,55,1517,162.84,60.25
Tostada s kozicami,Mehiška,2,K. I.,9,10,30,40,1084,134.49,320.75
Tostada s tuno,Zabava,2,K. I.,10,15,25,40,1209,132.6,193.83
Vloženi šampinjoni,Slovenska,2,T. D.,10,15,13,28,1649,60.58,342.0
Vložen ovčji sir,Slovenska,1,T. D.,6,5,,5,1271,255.28,90.63
Vložene limone,Domači pripravki,2,T. D.,8,30,8,38,1368,39.58,245.0
Vloženi artičokini srčki,Slovenska,2,T. D.,8,30,12,42,1943,54.12,143.0
Vložena rdeča pesa,Slovenska,2,T. D.,6,40,5,45,1606,43.52,137.75
Vložen česen,Slovenska,2,T. D.,11,40,7,47,1706,153.4,618.0
Šalotke v rdečem vinskem kisu,Slovenska,2,T. D.,8,12,20,32,1913,62.56,139.5
Krhka pita z bučkami,Poletje,2,M. J.,18,50,60,110,2107,162.43,367.5
Tostada s svinjino,Mehiška,2,K. I.,11,15,34,49,1436,224.36,449.83
Pita z gobami,Jesen,2,M. J.,14,50,45,95,1576,248.47,410.0
Čebulna pita,Slovenska,2,M. J.,15,50,45,95,1447,176.6,482.13
Solata iz wakama alg,Azijska,1,K. I.,5,40,7,47,714,64.47,12.25
Kumarice v kisu,Slovenska,1,T. D.,6,15,,15,991,16.52,465.0
Hladna juha iz lubenice,Poletje,1,T. D.,4,40,17,57,857,23.45,81.5
Hladna juha iz melone,Poletje,2,T. D.,6,186,8,194,1388,36.02,72.5
Hladna juha iz paprike,Slovenska,2,T. D.,11,40,38,78,1010,59.53,186.25
Kokosov riž,Azijska,1,M. J.,4,14,12,26,743,364.65,212.83
Jagodno-medeni energijski napitek,Zdravo in vegi,1,S. M.,4,5,,5,258,88.95,169.0
Skutno-čokoladna torta,Mesec prazničnih skutnih dobrot,2,M. J.,8,20,70,90,1746,281.79,295.88
Čokoladni energijski napitek,Zajtrk,1,S. M.,4,5,,5,166,150.0,129.0
Bananin energijski napitek,Zdravo in vegi,1,S. M.,4,5,,5,303,96.57,117.0
Rižota z bučo in žajbljem,Jesen,2,M. J.,10,7,20,27,1671,176.92,464.0
Mangov sladoled,Slovenska,2,T. D.,5,385,,385,1565,102.25,136.5
Breskov sladoled s pinjencem,Poletje,2,T. D.,5,30,,30,1367,109.64,172.75
Višnjev sladoled,Slovenska,2,T. D.,8,375,15,390,1762,138.64,433.25
Skutni sladoled z limono,Slovenska,2,T. D.,5,375,,375,1794,119.5,179.25
Mesne kroglice v dveh omakah,Italijanska,2,S. M.,25,30,50,80,1999,235.51,649.25
Turška pica,Balkanska,2,S. M.,18,80,20,100,1907,340.82,710.4
Jambalaya,Okusi sveta,2,K. I.,22,20,40,60,1599,106.16,482.75
Kruhki z vodno krešo in mocarelo,Zdravo in vegi,1,S. M.,6,15,5,20,856,271.71,568.33
Piščančja solata z vodno krešo,Zdravo in vegi,2,S. M.,9,15,10,25,1530,80.77,374.75
Solatni krožnik s tofujem,Makrobiotika,1,S. M.,9,15,7,22,1128,48.11,130.75
Jagnječja kofta,Meso,1,K. I.,10,15,10,25,829,167.54,286.5
Trobarvna torta,Zabava,2,T. D.,18,160,20,180,1710,229.76,255.58
Skutina torta z robidami in malinami,Mesec prazničnih skutnih dobrot,2,T. D.,9,200,10,210,1005,162.05,215.88
Argentinska provoleta,Na hitro,1,S. M.,8,10,12,22,1136,378.66,368.25
Kolač s skuto,Slovenska,2,T. D.,12,30,100,130,1193,262.51,823.83
Pecivo iz maslenih piškotov,Sladice,1,T. D.,3,6,,6,603,394.4,123.25
Mesna nabodala s čilijem in arašidi,Zabava,2,K. I.,8,15,10,25,1136,217.57,587.5
Ravioli z rdečo omako,Italijanska,1,K. I.,11,10,20,30,956,114.52,479.25
Zelenjavne empanade s čilijevo omako,Mehiška,2,S. M.,19,80,30,110,1649,254.27,1565.75
Piščanec z arašidi (Gong bao),Meso,3,K. I.,20,15,15,30,1620,145.0,319.0
Empanade s šunko in sirom,Zabava,2,S. M.,11,85,35,120,1928,297.91,796.25
Galicijske empanade,Zabava,2,S. M.,18,80,50,130,2468,187.74,1018.5
Rogljički z dulche de leche,Zabava,3,S. M.,8,240,20,260,2426,227.96,520.5
Hrustljavi lignji,Zabava,1,M. J.,9,15,10,25,1212,172.36,316.5
Pečena jerebica,Slovenska,2,K. I.,7,15,35,50,756,238.25,679.0
Marmelada iz kutin,Domači pripravki,2,S. M.,4,20,210,230,1267,158.7,501.5
"Solata iz fig, pršuta in pinjol",Solate,1,T. D.,11,6,,6,578,149.32,273.25
Mleko in polenta,Slovenska,1,T. D.,5,4,45,49,681,35.15,178.75
Sladek kruh z rozinami,Slovenska,3,K. I.,12,110,50,160,1872,354.87,421.36
Pečen krompir z rožmarinom,Italijanska,1,T. D.,5,6,30,36,574,112.38,208.75
Torta negra,Sladice,2,S. M.,13,35,45,80,1235,339.3,347.25
Pečeno kislo zelje,Zima,1,K. I.,8,10,30,40,851,64.6,189.0
Jagnječji zrezki s pomarančno omako,Meso,2,K. I.,11,15,20,35,1296,188.0,515.25
Zelen curry s kozicami,Azijska,2,M. J.,13,15,23,38,1454,113.51,189.25
Farinata,Zabava,2,S. M.,6,15,30,45,901,431.58,256.5
Krhko pecivo s kutinovo marmelado,Sladice,3,S. M.,7,140,15,155,2163,441.9,486.6
Churrosi (španski ocvrtki),Zabava,2,S. M.,8,10,20,30,1122,197.51,189.38
Čajni kolač,Vegetarijanstvo,2,S. M.,9,20,70,90,1395,283.38,194.2
Kremasta torta s pasijonko,Kuhinje,2,M. J.,13,40,60,100,1490,246.12,781.0
